KÛd obce,N·zev obce,VoliËi v seznamu,VydanÈ ob·lky,PlatnÈ hlasy,ObËansk· demokratick· strana,ÿ·d n·roda - Vlasteneck· unie,CESTA ODPOVÃDN… SPOLE»NOSTI,»esk· str.soci·lnÏ demokrat.,RadostnÈ »esko,STAROSTOV… A NEZ¡VISLÕ,Komunistick· str.»ech a Moravy,Strana zelen˝ch,"ROZUMNÕ-stop migraci,dikt·t.EU",Strana svobodn˝ch obËan˘,Blok proti islam.-Obran.domova,ObËansk· demokratick· aliance,»esk· pir·tsk· strana,Unie H.A.V.E.L.,Referendum o EvropskÈ unii,TOP 09,ANO 2011,Dobr· volba 2016,SPR-Republ.str.»sl. M.Sl·dka,K¯esù.demokr.unie-»s.str.lid.,»esk· strana n·rodnÏ soci·lnÌ,REALIST…,SPORTOVCI,DÏlnic.str.soci·lnÌ spravedl.,Svob.a p¯.dem.-T.Okamura (SPD),Strana Pr·v ObËan˘
530191,Mnichovice,"7,01 %","0,00 %","0,00 %","7,89 %","0,00 %","4,38 %","14,03 %","2,63 %","0,87 %","0,00 %","1,75 %","0,00 %","8,77 %","0,00 %","0,00 %","0,00 %","37,71 %","0,00 %","0,00 %","9,64 %","0,00 %","0,00 %","0,00 %","0,00 %","5,26 %","0,00 %"
530204,MraË,"10,95 %","0,00 %","0,00 %","4,42 %","0,00 %","13,05 %","7,92 %","2,79 %","0,93 %","1,63 %","0,00 %","0,00 %","10,95 %","0,00 %","0,23 %","3,26 %","32,63 %","0,23 %","0,00 %","1,86 %","0,00 %","1,16 %","0,23 %","0,23 %","7,45 %","0,00 %"
530212,NaËeradec,"8,25 %","0,19 %","0,00 %","5,50 %","0,19 %","8,25 %","10,21 %","0,39 %","0,19 %","1,17 %","0,19 %","0,19 %","10,01 %","0,00 %","0,00 %","2,75 %","35,75 %","0,00 %","0,19 %","6,67 %","0,00 %","0,39 %","0,39 %","0,58 %","8,44 %","0,00 %"
530263,Nespeky,"16,75 %","0,00 %","0,00 %","6,18 %","0,00 %","6,70 %","4,89 %","1,54 %","0,25 %","0,77 %","0,00 %","0,00 %","16,23 %","0,00 %","0,25 %","8,76 %","29,89 %","0,00 %","0,00 %","2,06 %","0,00 %","0,25 %","0,00 %","0,25 %","5,15 %","0,00 %"
530298,Netvo¯ice,"11,16 %","0,17 %","0,00 %","7,32 %","0,00 %","8,02 %","10,47 %","1,04 %","0,17 %","1,74 %","0,17 %","0,00 %","10,47 %","0,00 %","0,34 %","4,01 %","32,98 %","0,17 %","0,17 %","1,39 %","0,00 %","0,00 %","0,00 %","0,69 %","9,24 %","0,17 %"
530301,Neustupov,"1,90 %","0,00 %","0,00 %","9,88 %","0,00 %","9,12 %","7,98 %","1,14 %","1,52 %","4,18 %","0,00 %","0,00 %","5,70 %","0,76 %","0,00 %","4,18 %","37,26 %","0,00 %","0,00 %","3,42 %","0,00 %","0,76 %","0,38 %","0,00 %","11,78 %","0,00 %"
530310,Neveklov,"12,56 %","0,16 %","0,00 %","6,65 %","0,08 %","6,23 %","6,73 %","1,72 %","0,65 %","1,47 %","0,24 %","0,24 %","12,06 %","0,08 %","0,16 %","6,81 %","30,87 %","0,08 %","0,32 %","3,20 %","0,08 %","0,08 %","0,16 %","0,49 %","8,70 %","0,08 %"
530344,Olbramovice,"6,66 %","0,00 %","0,15 %","6,21 %","0,00 %","8,63 %","9,24 %","1,36 %","0,45 %","0,15 %","0,00 %","0,00 %","7,42 %","0,60 %","0,00 %","4,24 %","43,18 %","0,15 %","0,00 %","3,03 %","0,00 %","1,06 %","0,30 %","0,15 %","6,51 %","0,45 %"
599395,Ostrov,"6,66 %","0,00 %","0,00 %","0,00 %","0,00 %","10,00 %","13,33 %","0,00 %","0,00 %","0,00 %","0,00 %","3,33 %","16,66 %","0,00 %","0,00 %","0,00 %","33,33 %","0,00 %","0,00 %","3,33 %","0,00 %","3,33 %","0,00 %","0,00 %","10,00 %","0,00 %"
530352,Ost¯edek,"8,78 %","0,00 %","0,00 %","7,31 %","0,00 %","8,78 %","2,92 %","0,97 %","3,90 %","1,46 %","0,48 %","0,00 %","12,19 %","0,00 %","0,48 %","5,85 %","36,58 %","0,00 %","0,00 %","5,85 %","0,00 %","0,00 %","0,00 %","0,00 %","4,39 %","0,00 %"
533076,Pavlovice,"3,36 %","1,68 %","0,00 %","10,92 %","0,00 %","5,04 %","12,60 %","1,68 %","3,36 %","1,68 %","0,00 %","0,00 %","5,04 %","0,00 %","0,00 %","3,36 %","31,09 %","0,00 %","0,84 %","8,40 %","0,00 %","0,00 %","0,00 %","0,00 %","10,92 %","0,00 %"
530409,Petroupim,"13,04 %","1,24 %","0,00 %","8,07 %","0,00 %","13,66 %","3,72 %","1,86 %","1,24 %","0,00 %","0,62 %","0,00 %","8,07 %","0,00 %","0,00 %","3,10 %","37,88 %","0,00 %","1,86 %","1,24 %","0,00 %","0,62 %","0,00 %","0,00 %","3,72 %","0,00 %"
532649,Popovice,"8,38 %","0,00 %","0,00 %","9,67 %","0,00 %","6,45 %","11,61 %","1,29 %","0,64 %","0,64 %","0,00 %","0,00 %","10,32 %","0,00 %","0,64 %","1,93 %","32,90 %","0,00 %","0,00 %","3,22 %","0,00 %","0,00 %","0,00 %","0,00 %","12,25 %","0,00 %"
530441,Po¯ÌËÌ nad S·zavou,"15,24 %","0,00 %","0,00 %","6,87 %","0,00 %","9,41 %","3,58 %","1,04 %","0,44 %","1,34 %","0,00 %","0,00 %","7,62 %","0,00 %","0,14 %","8,07 %","31,53 %","0,29 %","0,00 %","2,98 %","0,00 %","0,29 %","0,29 %","0,00 %","10,31 %","0,44 %"
530450,Postupice,"10,41 %","0,00 %","0,00 %","4,59 %","0,30 %","10,71 %","6,43 %","1,07 %","0,45 %","0,61 %","0,00 %","0,00 %","11,63 %","0,00 %","0,30 %","2,60 %","39,05 %","0,00 %","0,00 %","3,06 %","0,00 %","1,53 %","0,15 %","0,30 %","6,27 %","0,45 %"
530476,PravonÌn,"8,99 %","0,00 %","0,00 %","6,57 %","0,00 %","7,61 %","10,38 %","0,69 %","0,00 %","3,11 %","0,00 %","0,00 %","10,03 %","0,00 %","0,00 %","2,07 %","32,87 %","0,00 %","0,00 %","3,80 %","0,00 %","2,07 %","0,00 %","0,00 %","11,76 %","0,00 %"
530492,P¯estavlky u »erËan,"17,64 %","0,45 %","0,00 %","5,88 %","0,00 %","4,52 %","4,52 %","0,90 %","1,80 %","0,45 %","0,00 %","0,00 %","10,85 %","0,45 %","0,00 %","6,78 %","37,10 %","0,00 %","0,00 %","3,16 %","0,00 %","0,00 %","0,00 %","0,45 %","4,52 %","0,45 %"
530514,Ps·¯e,"14,49 %","0,00 %","0,00 %","7,24 %","0,00 %","10,14 %","10,14 %","1,44 %","0,00 %","1,44 %","0,00 %","0,00 %","10,14 %","0,00 %","0,00 %","4,34 %","18,84 %","0,00 %","0,00 %","8,69 %","0,00 %","0,00 %","1,44 %","0,00 %","11,59 %","0,00 %"
538680,Pyöely,"17,36 %","0,00 %","0,09 %","5,95 %","0,00 %","13,39 %","3,96 %","1,58 %","0,69 %","1,78 %","0,09 %","0,29 %","14,48 %","0,09 %","0,29 %","7,24 %","22,12 %","0,00 %","0,00 %","2,67 %","0,00 %","0,69 %","0,00 %","0,00 %","6,94 %","0,19 %"
530522,RabynÏ,"22,61 %","0,59 %","0,00 %","5,35 %","0,00 %","6,54 %","6,54 %","0,00 %","1,19 %","0,59 %","0,00 %","0,00 %","11,30 %","0,00 %","0,00 %","5,35 %","24,40 %","0,00 %","0,00 %","4,76 %","0,00 %","0,00 %","0,00 %","0,00 %","8,92 %","1,78 %"
530531,Radoöovice,"10,38 %","0,54 %","0,00 %","4,37 %","0,00 %","10,92 %","8,74 %","0,00 %","1,09 %","3,27 %","0,00 %","0,00 %","8,74 %","0,54 %","0,00 %","5,46 %","20,76 %","0,00 %","0,00 %","18,03 %","0,00 %","0,54 %","0,54 %","0,00 %","6,01 %","0,00 %"
530549,Rataje,"7,69 %","0,00 %","0,00 %","9,61 %","0,00 %","9,61 %","10,57 %","1,92 %","1,92 %","0,00 %","0,00 %","0,00 %","5,76 %","0,00 %","0,00 %","2,88 %","26,92 %","0,00 %","0,00 %","11,53 %","0,00 %","0,00 %","0,00 %","0,00 %","11,53 %","0,00 %"
532550,RatmÏ¯ice,"11,61 %","0,00 %","0,00 %","4,51 %","0,64 %","22,58 %","6,45 %","1,29 %","0,00 %","0,64 %","0,00 %","0,00 %","6,45 %","0,00 %","0,00 %","7,74 %","26,45 %","0,00 %","0,00 %","2,58 %","0,00 %","0,64 %","0,00 %","1,93 %","6,45 %","0,00 %"
538710,ÿehenice,"13,49 %","0,00 %","0,00 %","5,95 %","0,00 %","10,31 %","3,17 %","0,79 %","1,58 %","0,79 %","0,00 %","0,00 %","19,04 %","0,39 %","0,39 %","7,93 %","27,38 %","0,00 %","0,00 %","1,58 %","0,00 %","0,39 %","0,00 %","0,00 %","6,74 %","0,00 %"
532941,ÿimovice,"6,48 %","0,00 %","0,00 %","4,62 %","0,00 %","7,40 %","9,25 %","0,92 %","0,92 %","0,92 %","0,00 %","0,00 %","16,66 %","0,00 %","0,00 %","5,55 %","25,00 %","0,00 %","0,00 %","8,33 %","0,00 %","0,00 %","0,00 %","0,00 %","13,88 %","0,00 %"
534382,S·zava,"11,56 %","0,26 %","0,10 %","10,87 %","0,10 %","10,33 %","8,30 %","1,44 %","0,37 %","1,17 %","0,16 %","0,21 %","9,64 %","0,00 %","0,26 %","4,17 %","27,58 %","0,05 %","0,21 %","1,98 %","0,00 %","0,37 %","0,48 %","0,26 %","9,74 %","0,26 %"
532231,SlovÏnice,"13,63 %","0,00 %","0,00 %","4,54 %","0,00 %","0,00 %","13,63 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","4,54 %","0,00 %","0,00 %","0,00 %","36,36 %","0,00 %","0,00 %","9,09 %","0,00 %","0,00 %","0,00 %","0,00 %","18,18 %","0,00 %"
530611,Smilkov,"2,08 %","0,00 %","0,00 %","10,41 %","0,00 %","9,72 %","11,80 %","0,69 %","0,69 %","0,00 %","0,00 %","0,00 %","5,55 %","0,00 %","0,00 %","0,69 %","43,05 %","0,00 %","0,00 %","6,94 %","0,00 %","0,00 %","0,00 %","0,00 %","8,33 %","0,00 %"
532436,SnÏt,"17,18 %","0,00 %","0,00 %","4,68 %","0,00 %","3,12 %","1,56 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","17,18 %","0,00 %","0,00 %","1,56 %","32,81 %","0,00 %","0,00 %","12,50 %","0,00 %","0,00 %","0,00 %","0,00 %","9,37 %","0,00 %"
530638,SobÏhrdy,"10,22 %","0,00 %","0,00 %","7,55 %","0,00 %","10,66 %","5,33 %","0,88 %","0,44 %","0,88 %","0,88 %","0,00 %","11,11 %","0,00 %","0,00 %","6,22 %","32,88 %","0,00 %","0,00 %","4,00 %","0,00 %","0,88 %","0,44 %","0,44 %","7,11 %","0,00 %"
599387,Soutice,"4,10 %","0,00 %","0,00 %","9,58 %","0,00 %","7,53 %","5,47 %","0,68 %","0,68 %","2,73 %","0,00 %","0,00 %","5,47 %","0,00 %","0,00 %","1,36 %","47,94 %","0,00 %","0,00 %","2,73 %","0,00 %","0,00 %","2,05 %","0,00 %","9,58 %","0,00 %"
599379,Strann˝,"11,76 %","0,00 %","0,00 %","13,72 %","0,00 %","9,80 %","11,76 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,84 %","0,00 %","0,00 %","9,80 %","25,49 %","0,00 %","0,00 %","0,00 %","0,00 %","1,96 %","0,00 %","0,00 %","5,88 %","1,96 %"
599361,Strojetice,"1,31 %","0,00 %","0,00 %","10,52 %","0,00 %","9,21 %","13,15 %","1,31 %","2,63 %","1,31 %","0,00 %","0,00 %","10,52 %","0,00 %","0,00 %","5,26 %","30,26 %","0,00 %","1,31 %","3,94 %","0,00 %","1,31 %","0,00 %","0,00 %","7,89 %","0,00 %"
530689,Struha¯ov,"12,85 %","0,21 %","0,43 %","5,22 %","0,00 %","6,97 %","7,62 %","1,52 %","0,43 %","1,08 %","0,00 %","0,21 %","10,45 %","0,00 %","0,21 %","3,26 %","39,21 %","0,00 %","0,00 %","2,17 %","0,00 %","0,43 %","0,00 %","0,21 %","6,75 %","0,65 %"
530701,St¯ezimÌ¯,"6,89 %","0,00 %","0,00 %","2,87 %","0,00 %","9,77 %","6,89 %","0,57 %","1,14 %","3,44 %","0,00 %","0,00 %","9,19 %","0,00 %","0,00 %","0,57 %","43,67 %","0,00 %","0,00 %","4,02 %","0,57 %","0,00 %","0,00 %","0,00 %","10,34 %","0,00 %"
530719,Studen˝,"14,81 %","1,85 %","0,00 %","5,55 %","0,00 %","14,81 %","12,96 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","3,70 %","0,00 %","0,00 %","0,00 %","33,33 %","1,85 %","0,00 %","9,25 %","0,00 %","0,00 %","0,00 %","0,00 %","1,85 %","0,00 %"
532509,äetÏjovice,"7,89 %","0,00 %","0,00 %","10,52 %","0,00 %","10,52 %","2,63 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","2,63 %","0,00 %","0,00 %","2,63 %","39,47 %","0,00 %","0,00 %","13,15 %","0,00 %","0,00 %","0,00 %","0,00 %","10,52 %","0,00 %"
530751,Tehov,"1,81 %","0,00 %","0,00 %","12,72 %","0,00 %","7,87 %","9,09 %","0,60 %","1,21 %","0,00 %","0,00 %","0,00 %","6,66 %","0,00 %","0,00 %","4,84 %","33,93 %","0,00 %","0,00 %","4,24 %","0,00 %","0,60 %","0,00 %","0,00 %","15,75 %","0,60 %"
530760,Tepl˝öovice,"7,63 %","0,00 %","0,00 %","8,68 %","0,00 %","14,23 %","5,90 %","2,08 %","0,69 %","1,04 %","0,00 %","0,00 %","9,02 %","0,00 %","0,34 %","1,38 %","33,33 %","0,00 %","0,34 %","8,33 %","0,00 %","1,04 %","0,00 %","0,00 %","5,90 %","0,00 %"
530778,Tichonice,"11,67 %","0,00 %","0,00 %","10,21 %","0,00 %","3,64 %","6,56 %","0,00 %","0,00 %","3,64 %","0,72 %","0,00 %","7,29 %","0,72 %","0,00 %","3,64 %","36,49 %","0,00 %","0,00 %","1,45 %","0,00 %","0,00 %","4,37 %","0,00 %","9,48 %","0,00 %"
532592,Tisem,"6,25 %","0,00 %","0,00 %","11,71 %","0,00 %","9,37 %","5,46 %","2,34 %","0,00 %","0,78 %","0,00 %","0,00 %","9,37 %","0,00 %","0,00 %","4,68 %","32,81 %","0,00 %","0,00 %","2,34 %","0,00 %","0,00 %","0,00 %","0,00 %","14,84 %","0,00 %"
532541,Tomice,"5,33 %","0,00 %","0,00 %","5,33 %","0,00 %","2,66 %","10,66 %","0,00 %","0,00 %","2,66 %","1,33 %","0,00 %","2,66 %","0,00 %","0,00 %","0,00 %","34,66 %","0,00 %","0,00 %","17,33 %","0,00 %","0,00 %","0,00 %","1,33 %","16,00 %","0,00 %"
530816,Trhov˝ ätÏp·nov,"9,77 %","0,00 %","0,15 %","6,62 %","0,00 %","7,57 %","6,30 %","0,78 %","1,10 %","0,94 %","0,00 %","0,00 %","9,30 %","0,00 %","0,00 %","3,94 %","34,22 %","0,00 %","0,31 %","7,09 %","0,00 %","0,94 %","0,15 %","0,31 %","10,41 %","0,00 %"
532304,T¯ebeöice,"19,11 %","0,00 %","0,00 %","4,41 %","0,00 %","11,76 %","7,35 %","1,47 %","0,00 %","1,47 %","0,00 %","0,00 %","22,05 %","0,00 %","0,00 %","4,41 %","20,58 %","0,00 %","0,00 %","2,94 %","0,00 %","0,00 %","0,00 %","0,00 %","4,41 %","0,00 %"
530841,T˝nec nad S·zavou,"10,09 %","0,17 %","0,00 %","5,98 %","0,13 %","9,30 %","9,06 %","1,12 %","1,12 %","1,23 %","0,00 %","0,17 %","10,50 %","0,10 %","0,17 %","3,55 %","34,18 %","0,03 %","0,27 %","1,88 %","0,00 %","0,30 %","0,13 %","0,68 %","9,30 %","0,41 %"
532061,V·clavice,"10,38 %","0,00 %","0,00 %","9,34 %","0,00 %","14,18 %","4,15 %","0,00 %","0,34 %","4,49 %","0,00 %","0,00 %","11,07 %","0,00 %","0,34 %","1,73 %","29,41 %","0,00 %","0,34 %","3,46 %","0,00 %","1,38 %","0,34 %","0,69 %","7,26 %","1,03 %"
530867,Veliö,"4,76 %","0,00 %","0,00 %","4,76 %","0,00 %","8,46 %","7,93 %","0,00 %","1,05 %","0,52 %","0,00 %","0,52 %","3,17 %","0,00 %","0,00 %","4,23 %","37,56 %","0,00 %","0,52 %","12,16 %","0,00 %","0,00 %","1,05 %","0,00 %","13,22 %","0,00 %"
530883,Vlaöim,"8,92 %","0,15 %","0,14 %","9,46 %","0,03 %","6,52 %","8,23 %","1,00 %","0,56 %","1,08 %","0,03 %","0,03 %","9,30 %","0,03 %","0,03 %","3,82 %","32,99 %","0,03 %","0,12 %","5,47 %","0,05 %","0,53 %","0,21 %","0,14 %","10,80 %","0,21 %"
532614,Vodslivy,"11,62 %","0,00 %","0,00 %","6,97 %","0,00 %","2,32 %","0,00 %","0,00 %","2,32 %","4,65 %","2,32 %","0,00 %","9,30 %","0,00 %","0,00 %","4,65 %","23,25 %","0,00 %","0,00 %","11,62 %","0,00 %","0,00 %","0,00 %","2,32 %","18,60 %","0,00 %"
530891,Vojkov,"8,43 %","0,40 %","0,40 %","9,23 %","0,40 %","6,02 %","9,23 %","0,80 %","0,40 %","0,40 %","0,00 %","0,00 %","10,84 %","0,00 %","0,00 %","2,81 %","36,14 %","0,40 %","0,00 %","5,62 %","0,80 %","1,20 %","0,00 %","0,00 %","6,42 %","0,00 %"
530905,Votice,"9,37 %","0,18 %","0,00 %","8,83 %","0,04 %","8,20 %","7,52 %","0,67 %","0,67 %","1,53 %","0,31 %","0,09 %","10,41 %","0,04 %","0,00 %","4,05 %","35,10 %","0,00 %","0,18 %","3,33 %","0,04 %","0,45 %","0,18 %","0,13 %","8,42 %","0,18 %"
530913,Vracovice,"7,03 %","0,50 %","0,00 %","7,03 %","0,00 %","7,53 %","4,52 %","0,00 %","1,50 %","3,01 %","0,00 %","0,00 %","11,05 %","0,00 %","0,00 %","5,02 %","33,66 %","1,50 %","0,00 %","11,05 %","0,00 %","0,00 %","0,50 %","0,00 %","6,03 %","0,00 %"
530921,Vranov,"11,88 %","0,00 %","0,00 %","4,50 %","0,00 %","10,65 %","8,60 %","0,81 %","0,40 %","1,22 %","0,40 %","0,40 %","11,47 %","0,00 %","0,40 %","5,73 %","32,78 %","0,40 %","0,00 %","5,73 %","0,00 %","0,00 %","0,00 %","0,00 %","4,50 %","0,00 %"
530948,Vrchotovy Janovice,"4,91 %","0,20 %","0,00 %","7,99 %","0,00 %","10,04 %","7,78 %","1,43 %","1,22 %","0,61 %","0,20 %","0,20 %","11,06 %","0,00 %","0,00 %","3,89 %","35,65 %","0,00 %","0,40 %","2,45 %","0,00 %","0,61 %","0,20 %","0,20 %","10,65 %","0,20 %"
532266,Vöechlapy,"26,56 %","0,00 %","0,00 %","6,25 %","0,00 %","9,37 %","7,81 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","10,93 %","0,00 %","0,00 %","10,93 %","17,18 %","0,00 %","0,00 %","1,56 %","0,00 %","0,00 %","0,00 %","0,00 %","9,37 %","0,00 %"
513482,Vysok˝ ⁄jezd,"17,69 %","0,00 %","0,00 %","9,73 %","0,00 %","0,88 %","10,61 %","2,65 %","4,42 %","3,53 %","0,88 %","0,00 %","2,65 %","0,00 %","0,00 %","7,07 %","26,54 %","0,00 %","0,00 %","1,76 %","0,00 %","7,07 %","0,00 %","0,88 %","3,53 %","0,00 %"
571415,Xaverov,"8,33 %","0,00 %","0,00 %","16,66 %","0,00 %","27,77 %","11,11 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","13,88 %","0,00 %","0,00 %","0,00 %","8,33 %","0,00 %","0,00 %","11,11 %","0,00 %","0,00 %","0,00 %","0,00 %","2,77 %","0,00 %"
531022,Zdislavice,"5,66 %","0,31 %","0,00 %","7,23 %","0,00 %","7,86 %","10,69 %","0,62 %","0,31 %","2,20 %","0,00 %","0,00 %","7,54 %","0,00 %","0,00 %","3,14 %","37,73 %","0,00 %","0,00 %","7,54 %","0,00 %","1,88 %","0,00 %","0,31 %","6,91 %","0,00 %"
531049,ZvÏstov,"11,23 %","0,00 %","0,00 %","8,98 %","0,00 %","11,79 %","3,37 %","0,56 %","1,12 %","2,24 %","0,00 %","0,00 %","5,61 %","0,00 %","0,00 %","3,37 %","36,51 %","0,00 %","0,00 %","5,61 %","0,00 %","0,56 %","0,00 %","0,00 %","8,42 %","0,56 %"
